1601-smith-pelly-devante,0.8,13.0,16.25,61538.46
2217-pouliot-derrick,0.833,7.0,8.4,119000.0
1898-nordstrom-joakim,0.605,24.0,39.67,25208.33
2564-lazar-curtis,0.925,0.0,0.0,0
1733-marincin-martin,0.7,7.0,10.0,100000.0
553-fiddler-vernon,1.5,22.0,14.67,68181.82
1531-condra-erik,1.25,1.0,0.8,1250000.0
1531-condra-erik,1.25,1.0,0.8,1250000.0
183-quincey-kyle,4.25,11.0,2.59,386363.64
1700-bollig-brandon,1.3,2.0,1.54,650000.0
1714-brown-j-t-,0.975,22.0,22.56,44318.18
229-vermette-antoine,1.75,38.0,21.71,46052.63
1700-bollig-brandon,1.3,2.0,1.54,650000.0
1041-schenn-luke,3.35,5.0,1.49,670000.0
1235-parenteau-p-a-,1.25,41.0,32.8,30487.8
2443-rychel-kerby,0.925,3.0,3.24,308333.33
599-tyutin-fedor,2.0,3.0,1.5,666666.67
699-thorburn-chris,1.2,12.0,10.0,100000.0
823-hunwick-matt,1.2,10.0,8.33,120000.0
575-mcclement-jay,1.3,11.0,8.46,118181.82
469-mitchell-torrey,1.0,19.0,19.0,52631.58
1221-khudobin-anton,2.5,0.0,0.0,0
308-kessel-phil,1.2,59.0,49.17,20338.98
1513-byron-paul,0.9,18.0,20.0,50000.0
672-seidenberg-dennis,1.0,12.0,12.0,83333.33
1701-hutchinson-michael,0.6,3.0,5.0,200000.0
2004-girgensons-zemgus,0.833,18.0,21.61,46277.78
